,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
262,2.3440206421299501,2096.7126130690699,352.789412244728,88.1181964310518,24.747175593180401,282.36644755790599,138.86595042166499,79.161414067015997,1036.8566053500001,191.86399317139399
263,3.1348417392859802,1982.01119461129,814.62275730676299,91.4938121418094,22.9124659741369,268.50387451374002,805.13648538907296,73.097492574331795,2186.7812093195598,199.31199529086001
264,2.8945311849774802,2192.2976374416398,898.65899588301204,127.04945149645501,24.493248006037099,328.17453547734601,260.89979054199199,74.385739591704507,1822.7358576207901,249.47928785970399
265,1.8744377406411701,1980.2669185259299,1194.44403096171,129.26126157057601,21.521887864516899,301.12743366144701,165.77650416951201,70.517593032250502,2779.92540493046,239.27282466018599
266,2.99238771225055,1972.17630454806,1095.3566187071201,90.596583305634198,19.471183322231699,241.751384232699,523.26884994038801,78.937199236701503,2974.4701017111602,187.852887166421
267,1.7986052585349801,2012.65204357534,597.62050416140801,57.949780054522698,25.390283037337401,350.571319621344,696.92102362296396,71.142255112411405,2816.0412810307598,227.924477322423
268,2.4186905064720601,1926.5309231029801,1064.1045522500999,98.406794245513098,24.902075902863299,271.126312461753,87.685085054864203,77.748854901440694,1874.1050086077901,241.14885430897201
269,2.4481422796619001,1966.7338987401899,431.35292603428798,146.831715461307,23.084397002918799,298.97109221837701,218.38348430248101,79.696606174398198,2590.49351434338,200.006492027169
270,2.1920992640938,1935.16241251827,1016.9760499484599,95.568748285979595,26.292663554236899,302.22487020930203,337.50070031256797,71.761062801792605,1071.1237514765601,210.66119457606999
271,3.52431079785454,1972.0538157705,677.70406246197695,95.764071583259806,26.544122929475201,252.053612814301,112.45956447592199,76.5401687590129,2229.6311800349699,225.95738278633999
272,1.1453486378573601,1883.3691484390599,850.12580064920303,151.02323697557799,19.684810280662401,254.343818777232,757.36094721760901,76.821418351988001,2301.1237161107401,255.34702309283401
273,1.7040973805455799,1981.3853364256099,948.47605030885302,101.38879603133201,17.597990061582301,254.051210871064,798.62852303983595,73.8339844459517,2099.7299044309402,134.47717409071299
274,2.7935569789885699,2018.9020135287999,820.58576036553802,78.599934106746801,20.559280491570799,316.69466933717501,821.83331186830003,77.248585863017595,2753.3598175710199,147.56624536619401
275,4.1096244373818402,1916.2278112418701,950.43413967569802,132.15677242089001,23.9114580296506,273.77532684411398,266.49247320329198,71.956038198659002,2060.9859918601601,302.894197910294
276,2.8205710727372799,1977.9075034428899,1281.23338388858,64.019397099351394,23.645487478657,329.29904352143598,314.03754877785298,73.832644843755702,3548.0547308824198,277.118039071662
277,2.4504746088028799,1854.89469199169,709.43073792335804,100.471567262938,20.709880056783799,290.39749097055397,219.57364370074001,79.145521872549807,3123.2031662156,249.03443592847199
278,2.5323227341871202,1999.0447687379799,1074.6548606051099,119.121467317232,20.910834609559998,311.590218944404,583.86010190681804,70.398561734204094,2127.9012821733199,156.575265064614
279,4.4344290624771698,2061.91877061373,328.87662550377399,81.071392929002599,23.213218056779599,244.87409995559699,934.78024576880898,76.238258145604206,2995.95260610184,178.06615046116201
280,3.6784774181429101,2005.4129660717399,414.37536388256501,131.173357012049,24.666327744078401,260.705547478852,485.51611300123699,70.838306641350101,2482.7109469131801,283.367708402566
281,3.40593218752546,2030.6098953026301,497.54372334041199,134.87110613509699,23.262426406555299,264.70769944964701,811.258098376259,76.099696612530806,2868.7130284375098,220.646295878605
282,2.4831682795238299,1949.4802317655101,610.66403522784299,99.790786709108204,22.070878484993599,364.34124698923699,696.88654240722497,73.498093123771497,3052.43019373166,313.98234454072502
283,2.17381532740343,1977.30295613974,495.742464120992,133.22186607798301,23.275622519754901,277.64539141089199,239.45605342438799,69.420007157443607,2971.0137830019198,279.28175659643699
284,5.4251394744036299,2003.27211940441,524.81010971272804,138.291706238373,20.793664113839601,370.82357531729599,267.57643603981899,68.492113868926097,1837.3165351391499,226.13610474173299
285,3.8647664514930899,1964.9244306420001,369.44879282287502,138.69916536580999,21.909672373054899,276.39391925766898,176.46014234202701,74.017914192736299,1630.3175502239801,307.35207739218498
286,2.979501423056,1993.8951602754701,71.616770798494599,85.209924130254393,19.984567722313798,256.47971049671202,856.91239541284699,72.024493860719204,3005.0310022045601,161.52567427047899
287,3.18337243146143,1953.00867726195,1409.79382606582,63.548428011455997,24.861055404363501,225.51480169717499,633.15189762517002,73.5519293041623,2324.7032776521601,235.95168748419499
288,2.28613186920205,1905.90426216995,859.607273908406,77.060372557302301,22.001322000542299,249.84939785087201,500.76765541697699,76.020967610523996,2306.2833977866999,355.75869682821701
289,2.4633136738024701,1825.2702345809801,701.75794439234301,134.32767620470301,22.854516724772001,338.55887887272098,325.480692967528,76.536875426632406,1529.82857455569,313.74517074637401
290,2.0162850679043598,2035.7189214068201,310.24813509434603,109.902671566086,22.892973880674901,196.323750649429,730.91550089763996,73.513682770044994,2325.0435462196701,178.511006039259
291,1.8196825610518099,1980.6056818710299,845.08576322120996,122.85974444400701,27.519470531462201,318.39034982267299,402.447483855695,70.617187279788894,2784.2894909195702,186.94595863848201
292,2.1051528739300198,1840.6359170952901,750.62751732851905,138.65363529781499,20.176708507832601,272.644994123667,951.62303300539998,78.872584030265301,2462.8832428187002,278.849730534679
293,2.3599002130592499,1958.0820416143799,601.97935674491896,79.952854898813598,20.676864032280101,276.19809633449,673.15459866988397,74.555396936875994,2604.6164980233398,140.50197909523101
294,4.0331747974462298,1926.38313605756,137.05959152762199,114.452292607231,23.458971782677501,276.25173496115099,322.06040612970099,69.729094654134798,2011.5745671334601,188.75836201782599
295,2.1472993038912001,2005.39202184038,403.34518364053503,128.09180941968299,22.2264546545629,264.72054999274098,139.83077261485499,66.052746624911194,2476.57689289676,260.04039859841703
296,3.20276753886739,1911.9316796559399,955.17576224766401,77.952150900605602,20.9687527712119,310.72668317429202,330.92238406104599,77.106055858931796,1811.6074919484299,291.53102134793698
297,2.9032329273726201,2013.1009674433799,784.79921260395201,114.29448086628101,21.949834488573099,213.65463562319101,252.95777917173299,76.8099499276004,3031.7343898900999,277.279707712679
298,2.38510865323207,2129.0596286743098,589.78296587991201,70.760953647170197,14.254985497716101,302.04392651893897,676.05055193186195,76.472253533443606,2529.9452127372401,92.307158421909193
299,3.08340522143255,1995.4652824781699,723.59797978381403,118.768674395185,26.7440433961659,266.06875148677699,168.17704873563599,74.231408147264702,2370.3383626919599,145.76872368041199
300,2.61530929957509,1958.8994386886,652.47228673750305,109.27154979421699,21.347196399607299,223.953784552955,503.09027265914801,76.370859061057502,1758.1762026040601,189.23309762503101
301,2.0414201649836401,2037.97196469609,636.82951422273902,135.866453392522,19.714733453204602,305.53778106051499,734.73460575549097,72.990176526875501,2820.3277416172,247.96730336616201
302,3.6274051178005502,1991.0919383907999,652.40159793330599,130.853933825208,20.732132261499299,234.50069241003499,353.47145085887797,73.390029224655606,2748.0781936029498,132.911273598196
303,2.5574859646385502,1899.2135097841399,1029.0402890125299,94.656767598746399,17.232201600548301,259.48788301206201,303.47225212298099,72.461390623271896,2312.89028026509,180.32905511356
304,3.2237540830127598,1943.34456584143,1162.57595291449,88.730103013801099,25.2758516157119,338.595450643775,388.99141601163097,76.439165539163497,3056.99328916593,105.20462418058899
305,3.14775034933849,2048.1196048502302,731.86763752673198,110.26175444097601,22.322425673596001,248.52020210874099,330.95266964450502,70.361923710250693,2693.6244334265998,249.25489556307701
306,3.29996077025449,2077.8235890383198,703.27149901676296,114.10049968338301,20.700613925794801,312.98074382807198,1086.5599089223799,70.325532573100105,2419.7322061252198,215.939202777269
307,2.36649664480588,2062.16465714269,734.76398454779996,96.137102373284307,26.5424000689395,301.627550877955,533.72710305489704,74.8717787527101,2010.60284099777,203.85094091265799
308,2.1879451699916999,1975.42054844513,31.534591410741601,98.214899077213502,24.654335539918399,312.74204707340101,518.12291802635798,74.782272567659405,2004.8356062150899,342.97847170481799
309,4.6434151074685399,1945.84532972087,454.765953783653,84.666648168914307,26.3013894857223,288.02129236014298,265.34483809872103,79.096112359687993,2590.8981153692298,188.892469544665
310,4.4749680629381299,1982.37772918258,1152.8830219159599,102.653478282968,20.0695917674627,257.782207483641,814.74112242194303,78.629422079436694,2748.4057349701202,220.73031643614399
311,1.5952845761877099,1895.0843143259799,539.96647240512596,151.843877052122,21.6300841254542,311.75687073241301,760.99312641800702,69.384017029818295,2770.6227709303298,97.401813534434893
312,3.8002431448107101,1960.1134321635,951.319249738547,80.523063096859104,22.013478453284101,358.32316148119497,100.178451940645,72.477864874835404,2171.80156318232,209.50767206221599
313,4.1070859672296898,1989.4614731558399,678.57915684337104,98.431047480283993,20.888454459225098,294.19438114519301,444.49871380534501,71.9497777190074,1944.71251479834,263.52344503330698
314,1.49775914001287,1885.5770349944801,484.934756563017,104.33406145930201,21.904042412616899,251.56040446026901,799.13047963111705,72.803397915580803,2748.9409016150898,177.73279060011299
315,3.2664726701579498,2031.43589753946,1100.0516618470101,72.982087457489996,18.701543845125201,222.34649996660201,44.379783278806698,71.386446412222597,2582.9677802237102,191.693261756147
316,3.5727895116753299,1992.3447815152199,724.10918442988498,129.94726775743001,22.013615053770099,304.94098018489302,914.47072819331595,74.611651712111396,2657.5748747939801,164.44844320581899
317,2.9307568290725801,2184.4931995203801,933.36821138738901,117.801565090151,23.7940651442788,255.01971822503199,493.908897060794,72.268947405729904,2617.8692236025599,191.079776096475
318,3.7397937031620301,2021.45422233417,806.089943579021,70.507348626117903,25.003380729015099,278.59702588780198,616.53048069388103,75.682626555998993,1143.21033409802,169.45974922352599
319,3.1132671183053202,2020.30990324856,383.006897991882,129.57876715422901,20.798848984829799,306.08819007219699,777.96270001141704,69.864261305470194,2160.7777286340101,290.98646447980099
320,3.3076634856450302,1931.8819115493,1110.8968312192301,62.620923791591302,25.3340821305218,294.21139559568297,362.40711540781399,76.493767782455194,2787.3864917823798,136.54833169733601
321,1.7127833946205,2025.82492461997,969.32395950349905,121.92185934737,21.346891575402999,270.08279290939998,682.20863480030903,71.010250332730905,1891.0082044389101,268.038681173805
322,2.2020325452807201,1905.17226622206,828.69100400309298,67.342235013985402,19.525484887913102,173.48491992445901,269.23023431045698,71.841083468812997,2761.6672120129501,206.43642586790099
323,4.1225813127741402,2122.8482909633199,554.000845825542,127.542093284594,24.581171411892502,299.96133642511597,823.37071056082004,75.963543467798999,2291.4079539671002,106.716579171208
324,2.2233373536915102,1929.5846956621899,444.18440224055598,123.687383935654,20.5200412782191,292.67863848262698,469.43655717159902,71.090774655071698,1908.20375934648,216.47928997549499
325,2.1773063890866,2104.05468878996,925.33157522459703,92.618011440715506,15.695893803628801,298.93014984068901,1067.89846993744,69.409453535898393,2825.4274739685202,218.94634817580899
326,2.99512474715086,1784.4822452485801,975.84690921504603,81.441620071483698,19.709615117555401,317.816859121167,245.60582756366401,74.816763498651795,3427.3251026104399,215.74210636742299
327,3.3109001426315099,1975.6179828864999,309.29241332260199,123.89994466302301,24.0007386900234,361.265523371482,831.25624403054803,66.221233803217501,2168.3029835064199,135.26658158305801
328,3.3585016065881299,2051.4464632936902,558.90689931859094,51.820667587781003,24.179274596018001,313.04610275879298,718.32730718066796,70.280326830319694,2069.0615047111701,174.141294488288
329,4.5255915725011198,2145.1501562022099,220.514857006646,104.65477440559,26.258185440361999,238.599428952708,126.864940640931,74.148570134086697,2607.2613040275701,205.83218905855199
330,1.48335166129973,1924.20520862322,1228.2240160180399,96.563368578993902,19.803200602923301,276.31847644349398,677.95109350844803,76.175951655120699,2362.4187941008299,220.624186339419
331,1.19759561917438,2021.6358968854499,1007.4480616816001,143.278274297032,24.525649854686101,336.24704877882198,752.252490839384,70.060483004586999,2474.4202650196198,197.82613001720301
332,2.68659844712665,1831.5599437497201,40.383455047667702,130.89454605423199,25.5721538400466,188.91867361071601,1151.11737366439,72.076772965719499,3140.2969598198401,145.869678291806
333,2.8289842165290802,1983.14550359502,950.67951248037298,61.074494211447004,22.922921865628201,278.85041793028603,955.74537964835997,69.748798986445607,2851.6318458871801,290.57704988471198
334,3.56148494010186,1977.2131296064899,406.477010972203,84.946013046991595,23.076235087302798,246.969923215205,510.81711490872902,69.783807630215307,3142.98713776264,203.49774062183201
335,3.5529017453087701,1884.7788133740701,392.86959324730401,124.743924998439,18.726909128963499,263.05963057989601,319.20082018133502,72.279862092219702,3628.8771927428902,165.40275703698899
336,3.3910088698549599,2023.7858035389099,723.92140224869502,136.901365027076,21.650137611845299,327.40285561170703,726.62774031237495,72.509331889988005,2305.2412252435502,199.561589361432
337,2.2245197572898898,2049.9337929910698,639.45664902833903,109.438532623527,20.175300104106501,320.15768945641503,215.472646075791,69.467119828957394,2085.9007102554701,224.54717644009901
338,4.52720469544035,2010.4265127783499,888.19156249769196,93.031890926128796,24.447480062352501,287.53281305251301,274.45902561672602,75.3395877365177,2548.8807717031,257.49572277488301
339,2.89020336273897,1980.30155350259,587.82327238820301,130.16509425874699,25.237529593746899,246.06742074721799,212.518314203823,76.452119238767594,2421.7549587482699,137.07768981488499
340,2.1439685223187799,1807.59591013457,361.022237828676,176.91884595437801,22.959923775559901,275.34171796208199,122.478764577174,73.544719585145799,2711.6695819900501,239.18565421689601
341,1.5631707753030999,1984.3955602052599,1066.20034223794,132.98579850488099,18.480269380948101,323.26387027442303,318.16586471584299,72.072364492299599,1637.08557687957,260.05148784009299
342,2.9940493898182901,1951.1325206207,710.36230000729802,91.573475346233593,26.520359679092401,245.48278211253799,726.31520628537805,75.5115552161202,2674.79869261769,240.80168960645099
343,2.3346238040805001,1984.3145125747201,316.97937549768199,56.636567168149803,26.372175976525899,274.87346714910501,312.58530378889299,71.702668382947607,2122.1016550701002,195.29769878127399
344,3.1634269388659102,2002.1510423498,1115.3535571418199,113.386469992337,20.552567792828999,328.968607775463,578.48604830992701,72.566085887860197,2696.81173955964,247.89739841174799
345,3.5020634352134699,2074.5271719162301,431.02364414641698,110.420223241366,23.882325441118301,248.80777932680101,699.72506894543596,73.087406676986902,3141.6160404142702,210.63553074664401
346,1.1905382131571101,1965.6958347054399,785.23816963402498,99.1865521493405,22.155281591739801,305.37371163922802,976.48875823387402,76.986336503110806,2099.21394272717,157.83185224233
347,2.12442441094041,1970.7263521713501,546.81605090491496,167.744937309813,20.326174341516499,274.43395922944802,351.02965892269998,74.445891423741202,2723.281123489,256.11208147007801
348,1.8829089946476301,1905.9420958702699,730.83098051264801,117.72975841472601,23.805122937854801,288.60636977882803,377.54563352695698,68.606157151999497,2773.6044346666899,267.865431086402
349,2.8706814819097799,1984.83947488631,923.08449930150698,117.290318644143,20.5553436058626,233.41788394381601,1120.6849699311699,70.777963892726305,2347.0096353598201,108.342434879056
350,4.7481064691250303,1951.47944886504,891.78498453817201,107.49033483647101,24.370940777981101,351.93487912542901,147.418317560952,76.699221026325901,2707.4116240470998,303.75640640842101
351,1.45770405218003,1992.6255818602999,787.05361537452904,115.168415221245,22.463266349059101,314.81320007583997,76.739850378737898,75.454590255133496,2715.6740632393298,317.25716882787901
352,3.6046738516491499,2055.24340316895,956.24686387610302,48.911476255291298,23.4704631560144,295.90059074306998,556.45604448460995,79.582957466923403,2622.9907611942099,234.29953510951501
353,2.69637563620083,1970.83085453484,890.88950883286998,150.573161508807,19.358206535348,300.06337348765499,498.07919668544298,70.846359206808998,2539.4472960804501,200.33611464806501
354,2.7484259305254599,1888.3491318199001,291.24747945254899,135.13817232802299,20.796940795001301,316.76559810132198,461.15109470916701,69.405975149864403,2348.2862660451101,90.509299503045199
355,4.2753253371811599,1894.10438745176,893.56640575722997,84.497760334302399,20.219763582478699,220.41411847747401,515.69978914815795,76.660835062204399,2576.0115036745701,214.10509975592299
356,2.90883470048884,2150.7930527867002,885.81728536920502,89.431008372397102,22.660341637116801,285.95522296762402,605.79971740128406,69.475780403347997,2696.46922007372,267.32064021558602
357,2.6612671256508,1948.87861639063,719.24653810439702,97.874782193937804,21.376260278455401,273.88884590371498,976.77757703823795,77.171209415333706,2414.5073624578299,162.99823432143401
358,3.3247296120780101,2011.5060081322099,1201.3826306483099,101.010693836557,19.425513164584899,301.276019901729,262.31282822856701,75.336532496429101,1865.6888326742201,154.81888402112099
359,2.8715616828422301,2021.7546411016301,674.19889123604196,109.246570629628,21.132572759779102,283.55681680551902,534.46028268979501,77.825676637547801,1823.2565118938701,202.32614650594601
360,2.0970101284017399,2013.2088620014899,429.91909158786501,62.743271912325802,23.961233321686201,248.84929270577101,322.220632242421,71.7589087740552,2167.5330296914699,250.822178008555
361,2.5441919192130702,2062.9182471920199,718.49263762350597,119.924425111528,21.0435005069914,237.91123640217501,223.049480184309,76.398874957484296,2300.7779191391501,242.41687463962501
362,3.2815202076271399,2015.70476967067,695.74100493839001,122.273222267883,20.646283594728501,364.87255774423897,904.62333756225598,66.522175024987803,2363.6212297941602,213.67559875108
363,2.9872134711898002,1906.3841396770699,41.026056259851302,123.70149191426501,23.290321642986498,273.85715866113901,39.819081361177197,72.124020216790498,2038.4695873788801,212.30771137023399
364,3.1704395000189201,2048.5859704450199,1210.60745412398,122.710723445692,21.442178334739801,263.98444173405102,681.714387271443,75.819722223249002,2896.3453457190199,256.73740208473703
365,2.3759772588358898,1918.6981027823999,623.43857586253705,130.59407124080599,21.5369460859364,276.46448259184001,161.961969216564,72.490782585529701,2790.2994910707998,257.14738851194801
366,1.1657434977960099,2035.6040065034899,757.35727464734998,103.806542341683,18.637128333088999,307.62951743633698,663.81329834856695,68.784661378994002,2563.17973873441,133.37871076794801
367,2.7177550126704499,2092.1787500461901,21.7719937742865,48.087114457340199,26.105166636575699,289.49440061163,8.4603174451762495,71.617030397121795,2680.1944008250498,212.63781092877099
368,3.0486808663988501,1937.5822534667,512.59669922111004,111.06847145571599,22.574465666993401,343.76762152605102,974.64453970854595,69.471516909113205,2180.47402916907,163.70476221007999
369,3.6071377736483701,1931.7638581363999,652.10331278451395,103.13320087966601,24.476396400488301,276.45035231928,810.69782897622804,69.622224152419307,1950.16506493458,202.78636086719899
370,2.8026184073244198,1948.4179538942301,798.31145442007301,91.218698943450306,20.627115902210701,254.45847851347401,115.760106190599,72.814830250927798,3323.63882144532,104.13731083376901
371,2.4880087454650601,2015.67914617315,666.76666392028994,124.55464744572799,24.655512007994499,344.99199972884003,330.39926635942101,70.701845345601996,2190.6316075567902,244.3149964031
372,2.53366602894708,1949.0628654065699,1013.70647515748,138.33658897073599,24.131506724636299,275.09383681527299,160.51324537576701,73.726393525939997,3259.5813756358002,228.41049360433701
373,3.27295814697775,2033.5023711700101,622.50179679387497,91.0709593455733,21.4538700756198,260.82488929543803,395.17069325271899,78.914481177297603,2553.61583104903,223.887246173341
374,3.9505014317146001,1910.63205072351,700.90709469934302,152.82143404421899,22.333253813458299,235.940152348992,143.030854441705,68.830495736515502,2434.8572138573199,265.837277545826
375,2.1068877075164298,1914.08936856932,963.74839739132403,58.710808595292796,23.8137084314459,278.612240000047,793.40280545301698,82.682051035271002,1422.9757534098001,283.23974235204503
376,4.6208867902622304,2017.0400942517899,1050.5359711102601,114.644485091859,23.745495164105101,252.147541311932,701.84276850511105,80.0187775340126,2170.5967102620002,232.53107626005601
377,2.40327539423442,1982.38410861486,956.90665995209497,117.013695715502,22.540928339852002,267.887908320983,808.68966492296499,78.891287565798393,1741.14668562571,240.184878543313
378,0.46334203592408502,1925.6106159220799,992.76043582640796,88.383136983723105,22.147629803956399,160.25584289228399,951.22262906690401,76.210115805973601,2781.5400251431402,127.65275079979099
379,2.9586716080322302,1844.2808352693401,967.32772428382498,67.167620958301896,16.048978334513599,286.30810763812599,385.44328976372202,71.130371291535894,1957.3421306203199,253.519427546674
380,1.98873218385364,2008.3003105831899,866.596263337952,82.558627388496802,26.647004426181599,274.56320612986099,342.54026805857097,78.202731213108606,2407.8733857410798,235.17142258133401
381,2.7365663707372301,2010.7954063704999,1047.32837172317,130.53195092240099,22.316469955731201,302.27169558680299,347.43338157715198,69.039456487933805,2730.7582421809998,166.101173799169
382,4.1608252544703896,2034.3131087696099,561.77293475098895,102.180314821805,19.277415712578399,286.62605069683099,785.98712853841596,74.547289326555003,2076.4600836394602,223.457810094791
383,2.7097137474682902,1963.16929717827,766.47134879814405,135.14477878397599,24.693930255527501,222.27603616236101,376.96717597880502,73.677834030053702,1892.58126250484,269.23986653564498
384,2.1039722451141301,1900.2218522025701,416.02424005696002,120.93437252752901,21.292598806699999,304.93536265687402,28.221152677705099,73.448539596676497,2765.54715334095,259.91647292580001
385,3.4001599650403498,2028.45312939318,1210.22631190381,120.817855146376,24.884998836881302,288.39666249717197,730.65456885288404,76.982122468163993,1750.37752190891,128.68578180729301
386,2.7288159051284802,2075.8989888794799,893.88715779449706,134.850126249287,20.1637352099387,303.930764182421,271.66994257318902,72.623384210540607,3003.3355792822299,354.95808782623698
387,3.5783234511559101,1988.59667573868,948.98134484632305,135.707494021381,22.012105570029401,221.204295083826,609.35065517456803,71.801781743602206,3817.26948410351,344.718380893892
388,3.6669933248415201,2019.57435109842,566.80179919171906,108.05303994705901,24.3171068998866,327.21918838957998,443.686025626777,80.114266132169206,3320.9512812355201,219.19888219513399
389,2.5032630125122401,1949.5090545129201,670.87992178433694,113.553444112284,24.283080840879599,266.906499202649,926.91558949053399,74.193796284109496,1938.3608809080299,252.15139816896399
390,4.4154651967527601,2040.59080317493,409.19972665600199,126.29084006118801,20.985293991845499,227.55333063462899,57.255920497320702,74.8085486192806,2191.2851643961499,213.57177683304201
391,1.06733867933187,1964.2882045955801,349.32663198829198,107.28838319616,19.988543566933998,223.44906113386099,62.735025882689101,73.269940651729002,2269.0700854593201,226.83866585449701
392,2.49651907813776,2064.6442606504902,933.835041020988,106.89837247682399,22.2723996381151,348.04905154062402,950.68538399693,74.886839188457898,2694.5860066311102,330.728529219405
393,4.0270663272220597,1872.81598200957,1198.86626848728,90.671862163285994,23.607260359139001,333.341383803312,27.536527510974899,74.064902525512395,1466.0306596442199,166.74884677454699
394,3.3789184407517499,1944.60640430128,894.03718757336298,113.008105085064,20.087852304732301,250.63376727070499,589.88325684625897,70.191235188259895,2370.0786972944902,210.29611184261799
395,2.4987326010400701,2057.9495540819298,334.48007709685203,91.281155059142606,22.520609376790102,266.54456192405701,271.23325344128199,77.039472217822393,3441.7649858579898,174.374938642958
396,2.0769989323572098,2032.7420373969601,717.81867696896097,124.593964183872,25.273602439892102,320.23248471416701,310.65476721015801,74.037636542243902,3065.23632614075,172.57410608410001
397,2.2745922973742001,2036.6695359164,734.16467862552099,93.292529106406107,21.158438778913901,308.05078402252701,530.88991269637097,69.338540708201705,2465.3221095559402,240.13149015393901
398,4.2280510334117203,1839.6713163167601,316.02747315684798,155.778080736334,25.369186742728999,359.642482738404,132.44832530832801,71.324759857862404,2439.03055833792,327.43966534110399
399,3.0270691389537299,2095.7167542304101,920.76281663122995,105.77866797997299,20.532135210534499,244.47659288390599,859.432338111082,72.429467319659594,2844.65550998255,196.44203101513901
400,3.9769560030549802,1957.1611742693501,842.69268137940799,97.573651281037399,22.130283563853801,263.032502777312,184.47663638159901,73.667794012943304,2935.1022290415799,217.20974345728999
401,2.5500627108517202,1938.2880778351,943.90799318704899,100.61043758747,17.624025250425898,312.42531551354898,857.49174157034201,77.653622715158605,1946.7099306913999,239.88404328124699
402,0.55150849822094306,1934.55567019762,470.61915454143502,119.50347429513199,23.095187203951198,332.12341527069299,396.84756782151698,73.797617727338306,2687.9959190109898,166.087941701251
403,3.3608424765119498,2012.87945172013,1128.78947043926,90.225540324029595,24.373783331271699,259.90889708998498,589.66450555494703,68.314524976471105,2793.7839014052302,184.90872688293999
404,3.56350941908615,1861.4935458252601,815.99364139524903,134.85598789589901,23.3406654729514,227.33297432641299,153.85359472314599,79.916184874213798,3089.1288122452002,343.51597966643402
405,3.5473543334799902,1910.83931659369,440.06661534091802,117.59271862761599,20.937038392762702,275.12824804270002,937.49423845773094,70.881400912807194,2501.81314785124,291.45311726365202
406,3.9406194871286102,1964.78061623645,443.92497573779201,84.337635294293804,20.057060806399001,262.47054752647801,334.70097812037199,78.071651027456497,2174.6153896340102,255.30419073885699
407,2.3864103687914802,1980.9564524551799,750.90382791739,112.82154865168199,22.195377015258799,241.218582192284,580.07756735843202,70.012395691969303,2413.3859686822402,108.299573204274
408,1.67884643468727,1954.63429459692,589.76915996083301,156.876798172581,25.916763429573798,300.30281410517603,738.11747844846798,74.291906862276704,2273.0321600000002,245.629703170868
409,3.7230675209719899,1964.1973248291299,579.18180575465703,111.674659280505,23.475917731436599,277.14202127043598,879.80246328260898,72.822999707659505,1876.13589805019,141.418793606267
410,4.1317371439897004,1986.9445606882,848.42744615622303,113.274521191489,21.460808806965499,352.46894112347098,396.74107378896298,71.169399978275393,2427.56268779948,334.88206837228802
411,1.27327251867668,1915.6427672693101,472.31329531625897,93.290976531691896,16.704107979409599,212.833055681025,335.45001329421598,71.838551956084501,2478.4847674746702,149.807602374064
412,2.8858551549331901,1951.7149307572399,918.042452329816,198.953207190451,26.811284722557399,286.748809709618,962.34552679413105,73.662131641375595,1379.56851408343,178.357503744947
413,2.2410904393733002,1920.33778864546,1199.0713668534199,78.204336143725499,22.816556012051301,296.43155304968701,599.49672117689295,69.847831166640702,3225.8478347857299,205.078857537343
414,3.0376965323825398,1928.4714200127601,1171.2312178332299,82.892371068426002,20.678069971849901,317.26993818702903,200.98497749429399,71.2950435617078,1929.6468204985099,300.74949337712002
415,3.75861775017722,2076.6015256320802,988.25227183749405,109.208157312148,20.255439148220098,238.96029509427399,106.768278050403,72.087794583712395,2919.9160401184899,132.86720654572301
416,3.0659471309765198,2020.82833134671,924.66779097333199,88.688126652807597,24.802379218093598,292.71658796796697,636.83653189062898,69.492433105734193,1799.49332881488,205.62027658206
417,2.8270554953569902,2003.31706976597,890.88830840298704,154.96632483899799,24.461729561298501,307.79729068267397,573.01530929526996,71.927506508073805,2570.3651256253502,232.183846934885
418,3.3419023491892599,1855.9896817377,718.94224391994396,139.77132672515501,21.213265193611502,270.01718547007698,549.10525868771401,70.261053191488799,1996.02517431509,164.09931052460101
419,5.0402651707343002,1951.7416031013099,632.97426817597102,108.57161107614699,23.795589164393402,234.857805148137,506.04003147961998,73.920038653179304,2645.7899888204902,294.08808733385001
420,3.6386988698537999,2056.8086472538598,608.02834456267396,106.780903444904,22.259406211244901,262.39985167776098,430.89925902963,75.726918573726806,2052.9332738615499,301.00951545234102
421,4.0724569038930802,2011.6582042094601,567.26517603476202,88.973765490185102,21.376906058511,334.22649838017003,263.845168361633,75.3096574326606,1837.4957265529199,241.986694873213
422,3.1220892651985501,1913.5349371682901,647.50192004200403,113.982339816609,20.582837215584,248.88991061853,673.03444760247703,75.769946101609193,2566.6781842231999,191.785167269205
423,2.9305431651130802,1937.0995038276301,625.67663488373103,113.36449780130199,19.673847863189,262.81160395023102,856.00145184387395,71.407147773108207,2722.3012311405801,130.31886610966001
424,2.4692367348927702,1985.1029796304999,1466.5959926103701,115.221631606092,19.097143463045001,266.82713952533902,491.45705544009201,75.010400850594294,3267.8255269604902,130.573915492417
425,3.86680488841189,2002.0218507053601,1115.7937127263699,124.163870569171,23.5937143762952,272.007970486234,94.613684463613893,75.215191757783103,2236.8691655245798,217.34426928592899
426,1.7506125186097301,2033.66407289222,292.09196547315202,81.017478410610707,23.693207205973401,269.25357429760101,960.91708502728795,65.553335910058394,1817.64485441597,172.28197152391601
427,4.07334390733216,2000.1929954847001,751.44191999881696,131.529481251356,22.208464954689202,283.43298036246898,73.430794999749594,77.238628084836193,2705.8197181405799,223.967367591948
